Zone/Quadrant,Neighbourhood,Airport access,Healthcare access,Closest major area,University access,Downtown access,Car dependency level,Newcomers support access,Crime rate category,Primary demographic,Affordability,Walkability,Transit access,Safety perception,Nightlife/social,Family friendly,Parks/green space,Diversity level,Religious/cultural access,Church access,Mosque access,Temple/Gurdwara access,Cultural grocery access,Elementary schools count,Middle/Jr high schools count,High schools count,Community vibe,Best for,Avg 1BR Rent,Average Mortgage Payment,Avg Home Price,Affordability Score,Winter Walkability,Transit Type,Noise Level,Parking Availability,Grocery Store Access,Coffee Shop Density,Fitness & Wellness,Student Friendly,Community Center,Suburban or City-Like,Key Tradeoffs,MVP Score,Recommendation Tier,Affordability Band,Main Risk Category,Primary Matching Drivers,Data Confidence,Urban Form,Needs Validation,Density,Lifestyle identity
SE,Woodlands,Low,Medium,Deerfoot Meadows / South Calgary,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,3,2,0,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Altadore,Low,Medium,Marda Loop / 17 Ave / Mission,High,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,2,0,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Aspen Woods,Low,Medium,Westhills / Aspen Landing,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,2,0,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Bankview,Low,Medium,Marda Loop / 17 Ave / Mission,Low,High,Low,High,Lower reported crime risk,Young professionals,High,High,Medium,High,Medium,High,Medium,Medium,High,High,High,High,High,2,0,1,"Urban, walkable, social",Young professionals,"$1,830","$3,190","$665,000",5,Medium-High,Bus-focused,Medium,Medium,High,High,High,Low,Yes,Balanced,Balanced but verify fit,93,Tier 1 - Strong fit,Lower-cost / value-oriented,Limited major risk in starter model,"walkability, cultural access, family fit, downtown access",Starter estimate - verify with official sources,Inner-city / walkable,Yes,Medium-High,"Urban, walkable, social / Balanced"
SW,Bayview,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,3,0,0,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Bel-Aire,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,0,0,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Braeside,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,2,1,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Britannia,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,1,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Canyon Meadows,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Cedarbrae,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,2,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Christie Park,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,0,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Coach Hill,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Cougar Ridge,Low,Medium,Westhills / Aspen Landing,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Discovery Ridge,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,0,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Elbow Park,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,3,1,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Elboya,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,0,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Evergreen,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,0,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Garrison Green,Low,Medium,Marda Loop / 17 Ave / Mission,High,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,High,Yes,Suburban,Balanced but verify fit,80,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,student access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Garrison Woods,Low,Medium,Marda Loop / 17 Ave / Mission,High,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,3,2,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Glamorgan,Low,Medium,Mount Royal / West Calgary,High,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,High,Yes,Suburban,Balanced but verify fit,80,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,student access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Glenbrook,Low,High,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Glendale,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Haysboro,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Kelvin Grove,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Kingsland,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Lakeview,Low,High,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,3,2,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Lincoln Park,Low,Medium,Mount Royal / West Calgary,High,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,0,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,High,Yes,Suburban,Balanced but verify fit,80,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,student access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Lower Mount Royal,Low,Medium,Mount Royal / West Calgary,Low,High,Low,High,Lower reported crime risk,Young professionals,High,High,Medium,High,Medium,High,Medium,Medium,High,High,High,High,High,2,0,1,"Urban, walkable, social",Young professionals,"$1,830","$3,190","$665,000",5,Medium-High,Bus-focused,Medium,Medium,High,High,High,Low,Yes,Balanced,Balanced but verify fit,93,Tier 1 - Strong fit,Lower-cost / value-oriented,Limited major risk in starter model,"walkability, cultural access, family fit, downtown access",Starter estimate - verify with official sources,Inner-city / walkable,Yes,Medium-High,"Urban, walkable, social / Balanced"
SW,Marda Loop,Low,Medium,Marda Loop / 17 Ave / Mission,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,0,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Mayfair,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Meadowlark Park,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Millrise,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Mount Royal,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,2,0,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,North Glenmore Park,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,0,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Oakridge,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,0,1,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Palliser,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,2,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Patterson,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Pump Hill,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,0,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Richmond,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Rutland Park,Low,Medium,Mount Royal / West Calgary,High,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,High,Yes,Suburban,Balanced but verify fit,80,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,student access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Scarboro,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Shaganappi,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Signal Hill,Low,High,Westhills / Aspen Landing,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,0,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
SW,Silverado,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,1,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,Somerset,Low,Medium,Mount Royal / West Calgary,Medium,High,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,3,1,0,"Suburban, family-focused",Families,"$1,950","$3,400","$710,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SW,South Calgary,Low,Medium,Marda Loop / 17 Ave / Mission,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,1,0,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Southwood,Low,Medium,Mount Royal / West Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,1,Established mixed community,Mixed residents,"$1,950","$3,400","$710,000",3,Medium,CTrain & Bus,Low,High,Medium,Medium,Medium,Low,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SW,Springbank Hill,Low,Medium,Westhills / Aspen Landing,Medium,High,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,1,1,"Upscale, quiet, residential",Families/professionals,"$2,190","$3,930","$820,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access, downtown access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Upscale, quiet, residential / Suburban"
